_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
174310,2025,M2K,DOG,COCKER SPAN
174311,2025,M6E,DOG,GOLDEN RETR
174312,2025,M3L,CAT,DOMESTIC SH
174313,2026,M5M,DOG,PORT WATER DOG
174314,2025,M3J,DOG,TOY FOX TERRIER
174315,2026,M5S,DOG,WELSH SPR SPAN
174316,2025,M3N,CAT,DOMESTIC SH
174317,2025,M4S,CAT,DOMESTIC SH
174318,2025,M1M,CAT,AMER SH
174319,2025,M4M,DOG,BERNESE MTN DOG
174320,2025,M4W,CAT,RAGDOLL
174321,2025,M4Y,DOG,SIBERIAN HUSKY
174322,2025,M5A,DOG,AKITA
174323,2026,M6J,DOG,WHIPPET
174324,2025,M6P,CAT,DOMESTIC SH
174325,2025,M8Z,DOG,CHIHUAHUA SH
174326,2025,M5V,DOG,SHIH TZU
174327,2025,M9M,CAT,DOMESTIC SH
174328,2025,M5V,DOG,BORDER COLLIE
174329,2026,M5A,DOG,GOLDEN RETR
174330,2025,M2J,DOG,SCHNAUZER MIN
174331,2025,M9N,DOG,PIT BULL MIX
174332,2025,M3N,CAT,DOMESTIC SH
174333,2025,M5V,DOG,CHIHUAHUA SH
174334,2025,M5V,DOG,TOY FOX TERRIER
174335,2026,M2N,CAT,MAINE COON
174336,2025,M5B,CAT,DOMESTIC SH
174337,2025,M5B,CAT,DOMESTIC LH
174338,2025,M4S,CAT,DOMESTIC SH
174339,2025,M9B,DOG,AMERICAN BULLY
174340,2025,M2J,CAT,DOMESTIC SH
174341,2026,M5V,DOG,POMERANIAN
174342,2025,M5V,DOG,POMERANIAN
174343,2026,M5V,DOG,AUST SHEPHERD
174344,2025,M1S,DOG,BORDER COLLIE
174345,2025,M1E,DOG,LABRADOR RETR
174346,2025,M1E,CAT,DOMESTIC SH
174347,2025,M6N,CAT,DOMESTIC SH
174348,2025,M4E,DOG,MALTESE
174349,2025,M4S,CAT,DOMESTIC SH
174350,2025,M9V,DOG,LABRADOR RETR
174351,2025,M5A,DOG,DACHSHUND MIN
174352,2025,M2N,CAT,DOMESTIC SH
174353,2025,M9W,CAT,AMER SH
174354,2025,M6N,DOG,MALTESE
174355,2025,M1N,DOG,PORT WATER DOG
174356,2026,M8Y,DOG,HAVANESE
174357,2026,M4M,DOG,GOLDEN RETR
174358,2025,M5J,CAT,DOMESTIC SH
174359,2025,M2L,DOG,GOLDEN RETR
174360,2025,M4G,DOG,ROTTWEILER
174361,2025,M4X,DOG,LABRADOR RETR
174362,2025,M6S,DOG,COCKER SPAN
174363,2025,M9N,CAT,DOMESTIC LH
174364,2025,M8X,CAT,DOMESTIC SH
174365,2026,M1N,DOG,BORDER COLLIE
174366,2025,M6E,DOG,GERM SHEPHERD
174367,2024,M8Z,DOG,MALTESE
174368,2024,M5A,DOG,BERNESE MTN DOG
174369,2025,M4W,DOG,CAVALIER SPAN
174370,2024,M9C,DOG,CHIHUAHUA SH
174371,2024,M4W,DOG,GOLDEN RETR
174372,2025,M4W,DOG,GOLDEN RETR
174373,2024,M6J,CAT,DOMESTIC SH
174374,2024,M5B,DOG,LABRADOR RETR
174375,2024,M4C,DOG,BERNESE MTN DOG
174376,2024,M4C,CAT,DOMESTIC LH
174377,2024,M2J,DOG,WEST HIGHLAND
174378,2024,M2R,CAT,DOMESTIC SH
174379,2024,M1L,DOG,UNKNOWN
174380,2024,M1M,DOG,POMERANIAN
174381,2024,M9C,DOG,POODLE TOY
174382,2024,M6G,DOG,BOSTON TERRIER
174383,2024,M8V,DOG,FRENCH BULLDOG
174384,2024,M8V,DOG,CANE CORSO
174385,2024,M8V,CAT,DOMESTIC SH
174386,2025,M1E,CAT,DOMESTIC SH
174387,2024,M4X,DOG,UNKNOWN
174388,2024,M9R,CAT,DOMESTIC SH
174389,2024,M6J,DOG,BOUV FLANDRES
174390,2024,M4L,DOG,LABRADOR RETR
174391,2025,M6B,DOG,GOLDEN RETR
174392,2025,M6P,DOG,SHIBA INU
174393,2024,M6H,CAT,DOMESTIC SH
174394,2024,M8X,DOG,SHIBA INU
174395,2024,M8V,DOG,LABRADOR RETR
174396,2024,M8W,DOG,MALTESE
174397,2025,M4N,DOG,COCKER SPAN
174398,2025,M6M,DOG,UNKNOWN
174399,2024,M9B,CAT,DOMESTIC SH
174400,2024,M9B,DOG,BORDER COLLIE
174401,2024,M3H,CAT,DOMESTIC SH
174402,2024,M3H,DOG,MALTESE
174403,2025,M4E,CAT,DOMESTIC SH
174404,2024,M9W,DOG,AMERICAN BULLY
174405,2024,M2P,CAT,MAINE COON
174406,2025,M1B,DOG,MALTESE
174407,2024,M5V,DOG,UNKNOWN
174408,2024,M5V,CAT,DOMESTIC SH
174409,2024,M4M,DOG,CANE CORSO
174410,2024,M8Z,DOG,UNKNOWN
174411,2024,M6K,DOG,BOXER
174412,2025,M2R,DOG,ENG BULLDOG
174413,2024,M1P,CAT,AMER SH
174414,2024,M1C,DOG,YORKSHIRE TERR
174415,2024,M4E,CAT,DOMESTIC SH
174416,2025,M1L,CAT,DOMESTIC SH
174417,2024,M1L,CAT,DOMESTIC SH
174418,2024,M4S,DOG,SHIBA INU
174419,2024,M9A,CAT,DOMESTIC SH
174420,2024,M2J,DOG,UNKNOWN
174421,2025,M4T,DOG,POODLE STND
174422,2024,M2R,DOG,GOLDEN RETR
174423,2025,M3H,DOG,CHESA BAY RETR
174424,2025,M4N,DOG,AUST SHEPHERD
174425,2024,M5V,DOG,PARSON RUSS TER
174426,2025,M1T,DOG,CHINESE CRESTED
174427,2024,M3M,DOG,BORDER COLLIE
174428,2024,M9B,DOG,POLISH LOWLAND
174429,2025,M9B,DOG,GERM SHEPHERD
174430,2024,M4V,DOG,YORKSHIRE TERR
174431,2024,M6A,CAT,DOMESTIC SH
174432,2024,M6J,DOG,HAVANESE
174433,2025,M6R,CAT,DOMESTIC SH
174434,2024,M4G,DOG,LABRADOR RETR
174435,2024,M5S,CAT,DOMESTIC SH
174436,2025,M4S,DOG,BERNESE MTN DOG
174437,2025,M6K,CAT,DOMESTIC LH
174438,2024,M1E,DOG,COTON DE TULEAR
174439,2024,M1E,DOG,MALTESE
174440,2024,M1L,CAT,SIAMESE
174441,2025,M6P,CAT,DOMESTIC SH
174442,2024,M8Z,DOG,COCKER SPAN
174443,2025,M1W,CAT,DOMESTIC SH
174444,2024,M2N,CAT,DOMESTIC SH
174445,2025,M5E,CAT,DOMESTIC SH
174446,2024,M5P,DOG,BERNESE MTN DOG
174447,2025,M6P,DOG,ROTTWEILER
174448,2025,M4J,DOG,LABRADOR RETR
174449,2024,M4C,DOG,SHIH TZU
174450,2024,M8Y,DOG,PYREN SHEPHERD
174451,2025,M1W,DOG,SCHNAUZER MIN
174452,2025,M6C,DOG,LABRADOR RETR
174453,2024,M1B,CAT,DOMESTIC SH
174454,2024,M1B,CAT,DOMESTIC SH
174455,2024,M1B,CAT,DOMESTIC SH
174456,2025,M1E,CAT,DOMESTIC SH
174457,2025,M1E,CAT,DOMESTIC SH
174458,2025,M1E,CAT,DOMESTIC SH
174459,2024,M5J,DOG,YORKSHIRE TERR
174460,2025,M9C,DOG,FRENCH BULLDOG
174461,2024,M1G,CAT,DOMESTIC SH
174462,2024,M5J,CAT,DOMESTIC SH
174463,2025,M1H,CAT,DOMESTIC SH
174464,2024,M1H,CAT,DOMESTIC SH
174465,2024,M1J,CAT,DOMESTIC SH
174466,2024,M1K,CAT,DOMESTIC SH
174467,2025,M6S,DOG,AIREDALE TERR
174468,2025,M1L,CAT,DOMESTIC SH
174469,2025,M1M,CAT,DOMESTIC SH
174470,2025,M1N,CAT,DOMESTIC SH
174471,2024,M1N,CAT,DOMESTIC LH
174472,2024,M1P,CAT,DOMESTIC SH
174473,2024,M1P,CAT,DOMESTIC SH
174474,2025,M1P,CAT,DOMESTIC LH
174475,2024,M1R,CAT,DOMESTIC SH
174476,2024,M1T,CAT,PERSIAN
174477,2024,M1T,CAT,DOMESTIC SH
174478,2024,M8W,DOG,ST BERNARD SMTH
174479,2025,M1W,CAT,DOMESTIC SH
174480,2024,M1W,CAT,DOMESTIC SH
174481,2025,M3L,DOG,SHIH TZU
174482,2025,M9B,DOG,LAGOTTO ROMAGNO
174483,2024,M6H,DOG,LABRADOR RETR
174484,2025,M9C,DOG,GOLDEN RETR
174485,2024,M3H,DOG,GERM SHEPHERD
174486,2024,M1W,DOG,BOXER
174487,2024,M1W,CAT,DOMESTIC SH
174488,2024,M4C,CAT,DOMESTIC SH
174489,2025,M1W,CAT,DOMESTIC SH
174490,2025,M1X,CAT,DOMESTIC SH
174491,2024,M2J,CAT,DOMESTIC LH
174492,2025,M2J,CAT,DOMESTIC SH
174493,2024,M2J,CAT,DOMESTIC SH
174494,2024,M2J,DOG,COCKER SPAN
174495,2025,M2J,CAT,DOMESTIC SH
174496,2024,M2K,CAT,DOMESTIC SH
174497,2024,M6P,CAT,DOMESTIC SH
174498,2024,M2K,CAT,DOMESTIC SH
174499,2025,M2H,DOG,BERNESE MTN DOG
174500,2025,M2K,CAT,DOMESTIC SH
174501,2024,M2N,CAT,DOMESTIC SH
174502,2024,M2N,CAT,DOMESTIC SH
174503,2024,M2N,CAT,DOMESTIC SH
174504,2025,M2N,CAT,DOMESTIC SH
174505,2024,M2R,CAT,DOMESTIC LH
174506,2025,M6K,DOG,WELSH CORGI PEM
174507,2024,M3A,CAT,DOMESTIC LH
174508,2024,M3H,CAT,DOMESTIC SH
174509,2024,M3H,CAT,DOMESTIC LH
174510,2024,M3J,CAT,DOMESTIC LH
174511,2025,M3K,CAT,DOMESTIC SH
174512,2025,M9L,DOG,LABRADOR RETR
174513,2025,M9C,CAT,DOMESTIC SH
174514,2025,M3N,CAT,DOMESTIC SH
174515,2025,M6H,CAT,AMER SH
174516,2024,M6H,CAT,AMER SH
174517,2024,M4S,DOG,UNKNOWN
174518,2025,M6L,DOG,ENG COCKER SPAN
174519,2024,M1R,CAT,DOMESTIC SH
174520,2024,M3H,CAT,DOMESTIC LH
174521,2024,M6N,DOG,POINTER
174522,2024,M6N,DOG,YORKSHIRE TERR
174523,2025,M6N,DOG,POINTER
174524,2025,M4B,DOG,AMERICAN BULLDO
174525,2025,M5P,DOG,DACHSHUND MIN
174526,2024,M2N,CAT,RAGDOLL
174527,2025,M5P,DOG,GOLDEN RETR
174528,2025,M5M,CAT,DOMESTIC SH
174529,2025,M4G,DOG,CHIHUAHUA SH
174530,2025,M5J,DOG,CHIHUAHUA LH
174531,2025,M6J,DOG,POODLE MIN
174532,2025,M5G,CAT,BENGAL
174533,2024,M3L,CAT,DOMESTIC LH
174534,2025,M8V,CAT,DOMESTIC SH
174535,2024,M5V,DOG,YORKSHIRE TERR
174536,2025,M4A,DOG,SHIH TZU
174537,2024,M3N,DOG,LABRADOR RETR
174538,2024,M3N,DOG,AMER BULLDOG
174539,2024,M6J,DOG,UNKNOWN
174540,2024,M9A,CAT,DOMESTIC SH
174541,2024,M3B,DOG,GREYHOUND
174542,2024,M3B,CAT,BENGAL
174543,2024,M5P,DOG,GOLDEN RETR
174544,2024,M6L,DOG,GOLDEN RETR
174545,2024,M6L,DOG,BASSET HOUND
174546,2024,M5N,DOG,SHIH TZU
174547,2024,M9A,DOG,LABRADOR RETR
174548,2024,M5V,CAT,DOMESTIC SH
174549,2024,M8Y,DOG,GOLDEN RETR
174550,2025,M4L,DOG,GREAT PYRENEES
174551,2024,M2R,DOG,DUTCH SHEPHERD
174552,2025,M9B,DOG,GERM SHEPHERD
174553,2024,M2N,DOG,ENG SETTER
174554,2024,M1W,DOG,LABRADOR RETR
174555,2024,M6M,CAT,DOMESTIC SH
174556,2025,M3M,DOG,CHIHUAHUA SH
174557,2024,M3M,DOG,YORKSHIRE TERR
174558,2025,M5R,CAT,BENGAL
174559,2024,M9W,CAT,BENGAL
174560,2024,M1B,DOG,NEWFOUNDLAND
174561,2024,M8W,CAT,DOMESTIC SH
174562,2025,M6N,CAT,DOMESTIC SH
174563,2025,M6S,CAT,BENGAL
174564,2025,M1J,CAT,SCOTTISH FOLD
174565,2024,M1J,CAT,SCOTTISH FOLD
174566,2024,M6N,CAT,HIMALAYAN
174567,2025,M1V,DOG,GERM SHEPHERD
174568,2025,M4B,DOG,UNKNOWN
174569,2024,M1K,DOG,SHIH TZU
174570,2025,M6K,DOG,MALTESE
174571,2024,M4B,CAT,DOMESTIC SH
174572,2024,M4C,CAT,DOMESTIC LH
174573,2025,M9R,DOG,SHIH TZU
174574,2025,M9R,DOG,SHIH TZU
174575,2024,M2J,DOG,WELSH CORGI PEM
174576,2025,M6E,DOG,RHOD RIDGEBACK
174577,2024,M5P,DOG,POODLE MIN
174578,2024,M5R,DOG,LABRADOR RETR
174579,2025,M6C,DOG,UNKNOWN
174580,2024,M4M,DOG,GERM SHEPHERD
174581,2025,M4E,CAT,DOMESTIC SH
174582,2025,M6R,CAT,DOMESTIC SH
174583,2025,M4L,DOG,FRENCH BULLDOG
174584,2025,M1H,CAT,DOMESTIC MH
174585,2025,M6J,CAT,HIMALAYAN
174586,2025,M4V,DOG,CHOW CHOW
174587,2024,M6G,DOG,GOLDEN RETR
174588,2024,M2J,CAT,DOMESTIC SH
174589,2025,L1H,DOG,MASTIFF
174590,2024,M4S,CAT,DOMESTIC MH
174591,2024,M5T,CAT,DOMESTIC MH
174592,2024,M6L,DOG,LABRADOR RETR
174593,2024,M4J,CAT,DOMESTIC LH
174594,2024,M4J,CAT,DOMESTIC SH
174595,2025,M1R,CAT,DOMESTIC SH
174596,2025,M1V,CAT,DOMESTIC SH
174597,2024,M9V,CAT,DOMESTIC MH
174598,2024,M6H,DOG,UNKNOWN
174599,2024,M4C,CAT,DOMESTIC MH
174600,2024,M4C,CAT,DOMESTIC SH
174601,2024,M4L,DOG,VIZSLA
174602,2025,M4S,DOG,UNKNOWN
174603,2024,M4J,DOG,SCHNAUZER MIN
174604,2024,M4J,DOG,SCHNAUZER MIN
174605,2025,M6R,DOG,ENG COONHOUND
174606,2025,M4E,DOG,GOLDEN RETR
174607,2024,M9A,DOG,DACHSHUND (MINI
174608,2025,M8Z,DOG,UNKNOWN
174609,2024,M8Z,DOG,UNKNOWN
174610,2024,M3L,CAT,DOMESTIC SH
174611,2025,M1R,DOG,BORDER COLLIE
174612,2024,M4C,CAT,DOMESTIC SH
174613,2024,M4A,DOG,AUST CATTLE DOG
174614,2024,M9A,DOG,COCKER SPAN
174615,2025,M4M,DOG,LABRADOR RETR
174616,2024,M4C,CAT,DOMESTIC SH
174617,2024,M4C,CAT,DOMESTIC SH
174618,2025,M4C,CAT,DOMESTIC SH
174619,2025,M4C,CAT,DOMESTIC LH
174620,2025,M4C,CAT,DOMESTIC LH
174621,2024,M4E,CAT,DOMESTIC SH
174622,2025,M4E,CAT,DOMESTIC SH
174623,2024,M4G,CAT,DOMESTIC SH
174624,2024,M4G,CAT,DOMESTIC SH
174625,2024,M4G,CAT,DOMESTIC SH
174626,2024,M4J,CAT,DOMESTIC SH
174627,2024,M3K,DOG,AMERICAN BULLY
174628,2025,M4J,CAT,DOMESTIC SH
174629,2024,M4J,CAT,DOMESTIC SH
174630,2024,M4J,CAT,DOMESTIC SH
174631,2024,M6R,CAT,DOMESTIC LH
174632,2025,M4J,CAT,DOMESTIC SH
174633,2024,M4K,CAT,DOMESTIC SH
174634,2024,M5A,CAT,BENGAL
174635,2024,M4K,CAT,DOMESTIC SH
174636,2024,M4K,CAT,DOMESTIC SH
174637,2024,M4L,CAT,DOMESTIC SH
174638,2025,M4L,CAT,DOMESTIC SH
174639,2024,M4M,CAT,DOMESTIC SH
174640,2025,M4P,CAT,DOMESTIC SH
174641,2025,M4P,CAT,DOMESTIC SH
174642,2024,M4P,CAT,DOMESTIC SH
174643,2025,M4P,CAT,DOMESTIC SH
174644,2024,M4S,CAT,DOMESTIC SH
174645,2025,M4S,CAT,DOMESTIC LH
174646,2025,M4S,CAT,DOMESTIC LH
174647,2024,M4S,CAT,DOMESTIC LH
174648,2024,M4V,CAT,DOMESTIC SH
174649,2024,M5G,DOG,LABRADOR RETR
174650,2024,M5J,DOG,POMERANIAN
174651,2025,M4V,CAT,DOMESTIC SH
174652,2024,M4P,DOG,AUST SHEPHERD
174653,2024,M6G,DOG,CHIHUAHUA SH
174654,2024,M4Y,DOG,UNKNOWN
174655,2025,M3N,DOG,ENG COCKER SPAN
174656,2025,M2J,DOG,LABRADOR RETR
174657,2024,M4C,DOG,MIN PINSCHER
174658,2024,M2R,DOG,UNKNOWN
174659,2024,M4T,DOG,DACHSHUND MIN
174660,2024,M5N,DOG,AUST SHEPHERD
174661,2025,M9V,DOG,BEAGLE
174662,2025,M9V,DOG,BEAGLE
174663,2025,M9V,DOG,BEAGLE
174664,2025,M9V,DOG,BEAGLE
174665,2024,M4V,DOG,MALTESE
174666,2024,M5S,DOG,COCKER SPAN
174667,2024,M1N,DOG,LABRADOR RETR
174668,2024,M9V,DOG,SHIH TZU
174669,2025,M1B,DOG,YORKSHIRE TERR
174670,2024,M1P,DOG,LABRADOR RETR
174671,2024,M1E,CAT,DOMESTIC LH
174672,2024,M1E,CAT,DOMESTIC SH
174673,2024,M4S,CAT,DOMESTIC SH
174674,2024,M6B,DOG,RHOD RIDGEBACK
174675,2024,M3J,CAT,DOMESTIC SH
174676,2025,M6E,DOG,BORDER COLLIE
174677,2025,M6P,DOG,WELSH CORGI PEM
174678,2024,M3H,DOG,LABRADOR RETR
174679,2024,M3H,DOG,POODLE STND
174680,2024,M4K,DOG,COCKER SPAN
174681,2024,M4K,CAT,NORWGN FOREST
174682,2024,M4K,CAT,RUSSIAN BLUE
174683,2024,M6K,DOG,GREYHOUND
174684,2025,M6H,DOG,AMERICAN STAFF
174685,2024,M5V,DOG,POMERANIAN
174686,2025,M1E,CAT,BENGAL
174687,2025,M6S,DOG,COCKER SPAN
174688,2024,M3M,DOG,GERM SHEPHERD
174689,2024,M3M,DOG,CHIHUAHUA SH
174690,2024,M4Y,DOG,MALTESE
174691,2024,M4Y,DOG,ROTTWEILER
174692,2025,M6S,CAT,DOMESTIC SH
174693,2024,M6G,DOG,AMERICAN BULLY
174694,2024,M6G,DOG,AMERICAN BULLY
174695,2025,M1C,DOG,LEONBERGER
174696,2025,M5A,DOG,TERRIER
174697,2024,M6P,DOG,AUST SHEPHERD
174698,2025,M4M,CAT,DOMESTIC SH
174699,2024,M8Z,DOG,AUST SHEPHERD
174700,2025,M2H,DOG,UNKNOWN
174701,2024,M4M,DOG,POODLE MIN
174702,2025,M1S,CAT,DOMESTIC SH
174703,2025,M6J,DOG,GERM SHEPHERD
174704,2025,M4P,CAT,DOMESTIC SH
174705,2024,M6J,CAT,DOMESTIC SH
174706,2024,M1G,DOG,MASTIFF
174707,2024,M2R,DOG,POODLE MIN
174708,2024,M3A,DOG,SHIH TZU
174709,2024,M1L,DOG,CHIHUAHUA SH
174710,2024,M1L,DOG,POODLE TOY
174711,2026,M5R,DOG,LABRADOR RETR
174712,2024,M1E,DOG,KEESHOND
174713,2025,M6C,DOG,BERNESE MTN DOG
174714,2024,M2J,CAT,DOMESTIC MH
174715,2024,M6G,DOG,LABRADOR RETR
174716,2024,M2R,DOG,GERM SHEPHERD
174717,2024,M2R,DOG,GERM SHEPHERD
174718,2025,M4P,CAT,DOMESTIC SH
174719,2025,M1E,DOG,AMER BULLDOG
174720,2024,M1E,CAT,DOMESTIC SH
174721,2024,M4P,CAT,DOMESTIC SH
174722,2025,M9A,CAT,DOMESTIC SH
174723,2025,M1P,DOG,BLOODHOUND
174724,2024,M1K,DOG,SIBERIAN HUSKY
174725,2024,M1P,DOG,LABRADOR RETR
174726,2025,M5B,CAT,DOMESTIC SH
174727,2024,M1P,DOG,AMER BULLDOG
174728,2024,M6P,CAT,DOMESTIC SH
174729,2024,M6P,CAT,DOMESTIC SH
174730,2024,M6P,CAT,DOMESTIC SH
174731,2024,M4E,DOG,PARSON RUSS TER
174732,2024,M6P,CAT,DOMESTIC SH
174733,2025,M9C,DOG,FRENCH BULLDOG
174734,2024,M5T,DOG,GOLDEN RETR
174735,2024,M4S,DOG,POODLE MIN
174736,2024,M3A,DOG,ENG BULLDOG
174737,2025,M6G,DOG,FRENCH BULLDOG
174738,2025,M8W,DOG,LABRADOR RETR
174739,2025,M8W,DOG,LABRADOR RETR
174740,2026,M6K,DOG,OLD ENG BULLDOG
174741,2024,M6K,DOG,OLD ENG BULLDOG
174742,2024,M1S,DOG,WELSH CORGI PEM
174743,2024,M2J,DOG,BOXER
174744,2024,M2J,DOG,BOXER
174745,2025,M8Z,DOG,POMERANIAN
174746,2024,M8Z,DOG,POMERANIAN
174747,2024,M8Y,DOG,CAVALIER SPAN
174748,2025,M4L,DOG,POODLE MIN
174749,2025,M3J,DOG,POODLE MIN
174750,2025,M1L,CAT,DOMESTIC SH
174751,2026,M1L,CAT,DOMESTIC SH
174752,2025,M3N,DOG,GERM SHEPHERD
174753,2025,M3N,DOG,GERM SHEPHERD
174754,2024,M6R,DOG,POODLE STND
174755,2026,M6R,DOG,POODLE STND
174756,2024,M1M,DOG,GERM SH POINT
174757,2024,M1M,DOG,GERM SH POINT
174758,2025,M1M,DOG,GERM SH POINT
174759,2025,M4K,DOG,SIBERIAN HUSKY
174760,2026,M4K,DOG,SIBERIAN HUSKY
174761,2024,M9V,DOG,SIBERIAN HUSKY
174762,2025,M5A,DOG,GERM SHEPHERD
174763,2024,M6J,DOG,TERRIER
174764,2025,M5V,CAT,DOMESTIC SH
174765,2026,M5V,CAT,DOMESTIC SH
174766,2024,M5P,DOG,SCHNAUZER MIN
174767,2025,M5V,DOG,DACHSHUND
174768,2025,M5V,DOG,DACHSHUND
174769,2024,M5V,DOG,DACHSHUND
174770,2026,M6G,DOG,GOLDEN RETR
174771,2024,M6G,DOG,GOLDEN RETR
174772,2024,M4S,CAT,DOMESTIC LH
174773,2024,M4X,DOG,GERM SHEPHERD
174774,2024,M6B,DOG,PARSON RUSS TER
174775,2025,M6B,DOG,PARSON RUSS TER
174776,2025,M3J,DOG,PARSON RUSS TER
174777,2026,M6M,DOG,PARSON RUSS TER
174778,2025,M6M,DOG,PARSON RUSS TER
174779,2025,M5N,CAT,DOMESTIC SH
174780,2025,M3M,CAT,DOMESTIC SH
174781,2025,M3M,CAT,DOMESTIC SH
174782,2025,M8Z,DOG,HAVANESE
174783,2024,M4L,DOG,RHOD RIDGEBACK
174784,2026,M4L,DOG,RHOD RIDGEBACK
174785,2024,M3C,DOG,CHIHUAHUA SH
174786,2025,M9V,DOG,ROTTWEILER
174787,2025,M9V,DOG,ROTTWEILER
174788,2024,M5V,DOG,YORKSHIRE TERR
174789,2026,M5A,DOG,WEST HIGHLAND
174790,2025,M5A,DOG,WEST HIGHLAND
174791,2024,M9B,DOG,SHIH TZU
174792,2025,M6J,DOG,FEIST
174793,2026,M6J,DOG,FEIST
174794,2024,M8X,DOG,GERM WH POINT
174795,2025,M8X,DOG,GERM WH POINT
174796,2024,M8X,DOG,SCHNAUZER GIANT
174797,2025,M8X,DOG,SCHNAUZER GIANT
174798,2025,M4R,DOG,LABRADOR RETR
174799,2025,M3A,CAT,DOMESTIC SH
174800,2025,M3A,CAT,DOMESTIC SH
174801,2025,M3A,CAT,DOMESTIC SH
174802,2025,M3A,CAT,DOMESTIC SH
174803,2024,M6R,DOG,SIBERIAN HUSKY
174804,2025,M6R,DOG,SIBERIAN HUSKY
174805,2024,M6C,DOG,HAVANESE
174806,2025,M6C,DOG,HAVANESE
174807,2025,M5B,DOG,POODLE TOY
174808,2026,M5B,DOG,POODLE TOY
174809,2025,M4J,DOG,TERRIER
174810,2025,M5V,CAT,DOMESTIC SH
174811,2026,M5V,CAT,DOMESTIC SH
174812,2025,M4P,DOG,GOLDEN RETR
174813,2026,M4P,DOG,GOLDEN RETR
174814,2025,M4S,DOG,PAPILLON
174815,2025,M4S,DOG,PAPILLON
174816,2025,M6G,DOG,CHIHUAHUA SH
174817,2024,M6G,DOG,CHIHUAHUA SH
174818,2024,M4S,DOG,SHIH TZU
174819,2026,M4S,DOG,SHIH TZU
174820,2024,M5R,DOG,SHIH TZU
174821,2026,M1B,DOG,SHIH TZU
174822,2024,M1B,DOG,SHIH TZU
174823,2024,M6J,DOG,CHIHUAHUA SH
174824,2025,M6J,DOG,CHIHUAHUA SH
174825,2024,M6J,DOG,POMERANIAN
174826,2025,M6J,DOG,POMERANIAN
174827,2025,M4L,CAT,DOMESTIC MH
174828,2025,M4L,CAT,DOMESTIC SH
174829,2026,M2J,DOG,SHETLD SHEEPDOG
174830,2024,M2J,DOG,SHETLD SHEEPDOG
174831,2024,M3N,CAT,DOMESTIC LH
174832,2026,M2K,CAT,DOMESTIC SH
174833,2025,M2K,CAT,DOMESTIC SH
174834,2026,M9R,DOG,AUST SHEPHERD
174835,2025,M9R,DOG,AUST SHEPHERD
174836,2024,M9A,DOG,GOLDEN RETR
174837,2024,M5A,CAT,DOMESTIC SH
174838,2024,M4S,DOG,LABRADOR RETR
174839,2026,M4S,DOG,LABRADOR RETR
174840,2025,M6K,DOG,AUST SHEPHERD
174841,2025,M1P,CAT,HIMALAYAN
174842,2024,M1P,CAT,HIMALAYAN
174843,2024,M8W,DOG,LABRADOR RETR
174844,2024,M2N,DOG,POODLE MIN
174845,2024,M2N,DOG,POODLE MIN
174846,2025,M5V,DOG,AUST SHEPHERD
174847,2026,M5V,DOG,AUST SHEPHERD
174848,2026,M4T,CAT,DOMESTIC SH
174849,2024,M4T,CAT,DOMESTIC SH
174850,2025,M3K,DOG,GOLDEN RETR
174851,2025,M6S,DOG,POODLE STND
174852,2025,M4C,DOG,AMER BULLDOG
174853,2025,M5V,DOG,DOBERMAN PINSCH
174854,2024,M4L,DOG,GOLDEN RETR
174855,2024,M4N,DOG,AUST SHEPHERD
174856,2024,M5N,DOG,WHIPPET
174857,2024,M5V,DOG,YORKSHIRE TERR
174858,2025,M4L,DOG,SHIBA INU
174859,2024,M4L,DOG,SHIBA INU
174860,2026,M1N,DOG,BERNESE MTN DOG
174861,2025,M1N,DOG,BERNESE MTN DOG
174862,2025,M5R,DOG,HOUND
174863,2025,M5R,DOG,HOUND
174864,2024,M4X,DOG,YORKSHIRE TERR
174865,2026,M4X,DOG,YORKSHIRE TERR
174866,2024,M1W,DOG,GOLDEN RETR
174867,2025,M1W,DOG,GOLDEN RETR
174868,2024,M4M,DOG,SIBERIAN HUSKY
174869,2025,M4M,DOG,SIBERIAN HUSKY
174870,2024,M4V,DOG,BORDER COLLIE
174871,2024,M6S,DOG,CHIHUAHUA SH
174872,2024,M4H,DOG,YORKSHIRE TERR
174873,2026,M2J,DOG,GERM SHEPHERD
174874,2024,M2J,DOG,GERM SHEPHERD
174875,2025,M4B,DOG,CHIHUAHUA SH
174876,2024,M8X,CAT,DOMESTIC SH
174877,2025,M9V,CAT,DOMESTIC SH
174878,2025,M4K,CAT,DOMESTIC SH
174879,2024,M6K,CAT,MAINE COON
174880,2024,M1E,DOG,POODLE STND
174881,2025,M1E,DOG,CANE CORSO
174882,2026,M9A,DOG,BEAGLE
174883,2025,M1L,DOG,PARSON RUSS TER
174884,2024,M4G,DOG,GERM SHEPHERD
174885,2025,M3J,CAT,DOMESTIC SH
174886,2025,M6K,DOG,AUST SHEPHERD
174887,2024,M2N,DOG,CHIHUAHUA LH
174888,2025,M9A,CAT,DOMESTIC MH
174889,2024,M1X,CAT,DOMESTIC SH
174890,2025,M6E,DOG,COCKER SPAN
174891,2024,M3H,DOG,POODLE TOY
174892,2025,M6G,CAT,DOMESTIC SH
174893,2025,M8X,DOG,SIBERIAN HUSKY
174894,2025,M8W,DOG,CHIHUAHUA LH
174895,2024,M9N,DOG,POMERANIAN
174896,2024,M8Y,DOG,POODLE MIN
