_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
43375,2023,M8V,CAT,DOMESTIC SH
43376,2025,M8V,CAT,DOMESTIC SH
43377,2025,M8V,CAT,DOMESTIC SH
43378,2023,M8V,CAT,DOMESTIC SH
43379,2024,M8V,CAT,DOMESTIC SH
43380,2023,M8V,CAT,DOMESTIC SH
43381,2025,M6P,DOG,CHIHUAHUA SH
43382,2023,M6P,DOG,CHIHUAHUA SH
43383,2025,M8X,DOG,HOVAWART
43384,2025,M9C,DOG,COCKER SPAN
43385,2026,M9C,DOG,COCKER SPAN
43386,2023,M6E,DOG,AUST CATTLE DOG
43387,2025,M6E,DOG,AUST CATTLE DOG
43388,2025,M4C,CAT,DOMESTIC LH
43389,2023,M4C,CAT,DOMESTIC LH
43390,2025,M1C,DOG,AUST SHEPHERD
43391,2023,M1C,DOG,AUST SHEPHERD
43392,2023,M5M,DOG,POODLE STND
43393,2024,M1K,DOG,SC WHEAT TERR
43394,2023,M1K,DOG,SC WHEAT TERR
43395,2023,M4B,CAT,DOMESTIC LH
43396,2024,M5R,CAT,SIAMESE
43397,2025,M5R,CAT,SIAMESE
43398,2025,M4V,DOG,SIBERIAN HUSKY
43399,2023,M4V,DOG,SIBERIAN HUSKY
43400,2025,M6S,DOG,AMER ESKIMO
43401,2023,M6S,DOG,AMER ESKIMO
43402,2023,M9B,DOG,SHIH TZU
43403,2024,M9B,DOG,SHIH TZU
43404,2024,M4S,DOG,LABRADOR RETR
43405,2026,M4S,DOG,LABRADOR RETR
43406,2026,M9W,DOG,GERM SHEPHERD
43407,2025,M4N,DOG,LABRADOR RETR
43408,2023,M4N,DOG,LABRADOR RETR
43409,2024,M4S,CAT,RUSSIAN BLUE
43410,2025,M4S,CAT,RUSSIAN BLUE
43411,2024,M1L,CAT,DOMESTIC SH
43412,2025,M1L,CAT,DOMESTIC SH
43413,2024,M1L,DOG,ENG BULLDOG
43414,2025,M1L,DOG,ENG BULLDOG
43415,2025,M3H,DOG,BORDER COLLIE
43416,2024,M3H,DOG,BORDER COLLIE
43417,2024,M3H,DOG,BORDER COLLIE
43418,2025,M3H,DOG,LABRADOR RETR
43419,2024,M3H,DOG,LABRADOR RETR
43420,2023,M3H,DOG,LABRADOR RETR
43421,2023,M2J,CAT,DOMESTIC SH
43422,2025,M2J,CAT,DOMESTIC SH
43423,2023,M2J,CAT,DOMESTIC SH
43424,2025,M2J,CAT,DOMESTIC SH
43425,2024,M6P,DOG,ENG BULLDOG
43426,2025,M6P,DOG,ENG BULLDOG
43427,2025,M1K,CAT,DOMESTIC SH
43428,2023,M1K,CAT,DOMESTIC SH
43429,2026,M9A,DOG,SIBERIAN HUSKY
43430,2023,M9A,DOG,SIBERIAN HUSKY
43431,2024,M9A,DOG,SIBERIAN HUSKY
43432,2023,M4B,DOG,LABRADOR RETR
43433,2024,M9A,DOG,LABRADOR RETR
43434,2025,M9A,DOG,LABRADOR RETR
43435,2024,M6K,DOG,LABRADOR RETR
43436,2024,M1G,DOG,NEWFOUNDLAND
43437,2023,M1G,DOG,NEWFOUNDLAND
43438,2024,M1R,DOG,PARSON RUSS TER
43439,2023,M1R,DOG,PARSON RUSS TER
43440,2024,M4R,DOG,SHIH TZU
43441,2025,M4R,DOG,SHIH TZU
43442,2025,M8W,DOG,GOLDEN RETR
43443,2023,M8W,DOG,GOLDEN RETR
43444,2023,M3K,CAT,DOMESTIC SH
43445,2025,M3K,CAT,DOMESTIC SH
43446,2023,M3K,CAT,DOMESTIC SH
43447,2025,M3K,CAT,DOMESTIC SH
43448,2025,M6P,CAT,DOMESTIC LH
43449,2024,M8Z,CAT,SCOTTISH FOLD
43450,2023,M8Z,CAT,SCOTTISH FOLD
43451,2025,M2N,DOG,POMERANIAN
43452,2023,M2N,DOG,POMERANIAN
43453,2023,M6L,CAT,DOMESTIC SH
43454,2024,M6L,CAT,DOMESTIC SH
43455,2024,M8Y,DOG,LABRADOR RETR
43456,2023,M8Y,DOG,LABRADOR RETR
43457,2026,M8Y,DOG,LABRADOR RETR
43458,2024,M4K,DOG,GOLDEN RETR
43459,2025,M4K,DOG,GOLDEN RETR
43460,2024,M6H,DOG,POODLE STND
43461,2023,M6H,DOG,POODLE STND
43462,2025,M1J,DOG,BOSTON TERRIER
43463,2024,M1J,DOG,BOSTON TERRIER
43464,2023,M6G,DOG,HOUND
43465,2024,M5R,DOG,WHIPPET
43466,2023,M5R,DOG,WHIPPET
43467,2024,M6S,DOG,HOUND
43468,2025,M6G,CAT,DOMESTIC SH
43469,2023,M6G,CAT,DOMESTIC SH
43470,2024,M2N,CAT,DOMESTIC SH
43471,2023,M2N,CAT,DOMESTIC SH
43472,2025,M6S,DOG,OLDENG SHEEPDOG
43473,2024,M6S,DOG,OLDENG SHEEPDOG
43474,2025,M4C,DOG,LABRADOR RETR
43475,2023,M4C,DOG,LABRADOR RETR
43476,2023,M8V,CAT,DOMESTIC SH
43477,2025,M8V,CAT,DOMESTIC SH
43478,2024,M4T,DOG,COTON DE TULEAR
43479,2025,M4S,DOG,POODLE STND
43480,2023,M2L,DOG,MALTESE
43481,2024,M2L,DOG,YORKSHIRE TERR
43482,2023,M6S,DOG,POODLE STND
43483,2023,M5P,DOG,POODLE TOY
43484,2023,M5P,CAT,DOMESTIC SH
43485,2023,M5P,CAT,DOMESTIC SH
43486,2024,M2K,DOG,POMERANIAN
43487,2023,M5H,DOG,SCHNAUZER MIN
43488,2024,M2H,DOG,SHETLD SHEEPDOG
43489,2023,M2H,DOG,SHETLD SHEEPDOG
43490,2024,M1E,DOG,GOLDEN RETR
43491,2025,M1E,DOG,GOLDEN RETR
43492,2024,M6M,CAT,DOMESTIC SH
43493,2025,M6M,CAT,DOMESTIC SH
43494,2023,M2J,DOG,GOLDEN RETR
43495,2024,M2J,DOG,GOLDEN RETR
43496,2025,M6J,DOG,POODLE MIN
43497,2025,M4K,DOG,WEST HIGHLAND
43498,2023,M4L,DOG,GREYHOUND
43499,2023,M4L,DOG,GREYHOUND
43500,2024,M4L,DOG,GREYHOUND
43501,2025,M6S,DOG,BELG TERVUREN
43502,2024,M6S,DOG,BELG TERVUREN
43503,2024,M1W,DOG,SHIH TZU
43504,2023,M1W,DOG,SHIH TZU
43505,2025,M5P,DOG,GOLDEN RETR
43506,2023,M5P,DOG,GOLDEN RETR
43507,2025,M6M,DOG,GOLDEN RETR
43508,2023,M6M,DOG,GOLDEN RETR
43509,2024,M9B,DOG,AUST CATTLE DOG
43510,2025,M9B,DOG,AUST CATTLE DOG
43511,2023,M1S,DOG,COCKER SPAN
43512,2025,M1S,DOG,COCKER SPAN
43513,2024,M6P,CAT,DOMESTIC SH
43514,2024,M4G,CAT,DOMESTIC SH
43515,2023,M1M,CAT,DOMESTIC SH
43516,2025,M1M,CAT,DOMESTIC SH
43517,2025,M1N,DOG,BICHON FRISE
43518,2023,M1N,DOG,BICHON FRISE
43519,2025,M9P,CAT,DOMESTIC SH
43520,2023,M9P,CAT,DOMESTIC SH
43521,2024,M1P,CAT,DOMESTIC SH
43522,2025,M1P,CAT,DOMESTIC SH
43523,2024,M1P,CAT,DOMESTIC SH
43524,2025,M1P,CAT,DOMESTIC SH
43525,2024,M1N,DOG,SHIH TZU
43526,2025,M1N,DOG,SHIH TZU
43527,2025,M4L,DOG,POMERANIAN
43528,2023,M4L,DOG,POMERANIAN
43529,2026,M1E,CAT,DOMESTIC MH
43530,2023,M1E,CAT,DOMESTIC MH
43531,2025,M1N,DOG,JINDO
43532,2025,M6P,DOG,SAMOYED
43533,2023,M6P,DOG,SAMOYED
43534,2025,M3H,CAT,DOMESTIC SH
43535,2023,M3H,CAT,DOMESTIC SH
43536,2023,M1K,DOG,WEST HIGHLAND
43537,2024,M1K,DOG,WEST HIGHLAND
43538,2023,M4C,CAT,DOMESTIC SH
43539,2024,M4C,CAT,DOMESTIC SH
43540,2025,M8V,DOG,BEDLINGTON TERR
43541,2023,M8V,DOG,BEDLINGTON TERR
43542,2023,M6B,DOG,GERM SHEPHERD
43543,2024,M6B,DOG,GERM SHEPHERD
43544,2023,M8V,DOG,COCKER SPAN
43545,2024,M8Y,DOG,BEAGLE
43546,2023,M8Y,DOG,BEAGLE
43547,2023,M4L,DOG,AUST SHEPHERD
43548,2024,M4L,DOG,AUST SHEPHERD
43549,2024,M4P,DOG,BEAGLE
43550,2025,M4P,DOG,BEAGLE
43551,2023,M5B,DOG,GERM SHEPHERD
43552,2023,M5B,DOG,GERM SHEPHERD
43553,2024,M5B,DOG,GERM SHEPHERD
43554,2025,M4L,DOG,GERM SHEPHERD
43555,2023,M4L,DOG,GERM SHEPHERD
43556,2025,M3M,DOG,GERM SHEPHERD
43557,2024,M3M,DOG,GERM SHEPHERD
43558,2023,M3H,DOG,MALTESE
43559,2023,M6K,CAT,DOMESTIC MH
43560,2024,M6K,CAT,DOMESTIC MH
43561,2024,M1C,CAT,DOMESTIC SH
43562,2023,M1E,CAT,DOMESTIC SH
43563,2024,M1E,CAT,DOMESTIC SH
43564,2025,M1P,CAT,DOMESTIC SH
43565,2024,M1P,CAT,DOMESTIC SH
43566,2023,M4C,CAT,DOMESTIC LH
43567,2024,M4C,CAT,DOMESTIC LH
43568,2025,M3N,DOG,SHIH TZU
43569,2024,M3N,DOG,SHIH TZU
43570,2024,M1H,DOG,SIBERIAN HUSKY
43571,2024,M4V,DOG,PARSON RUSS TER
43572,2025,M2R,DOG,COCKER SPAN
43573,2023,M2R,DOG,COCKER SPAN
43574,2025,M5M,DOG,LABRADOR RETR
43575,2026,M5M,DOG,LABRADOR RETR
43576,2023,M5M,DOG,LABRADOR RETR
43577,2024,M4V,DOG,POODLE MIN
43578,2024,M4V,DOG,POODLE MIN
43579,2025,M5A,DOG,GERM SHEPHERD
43580,2024,M5A,DOG,GERM SHEPHERD
43581,2024,M4V,DOG,HAVANESE
43582,2025,M4V,DOG,HAVANESE
43583,2025,M9A,DOG,LABRADOR RETR
43584,2023,M9A,DOG,LABRADOR RETR
43585,2025,M6P,DOG,PAPILLON
43586,2023,M6P,DOG,PAPILLON
43587,2025,M4L,DOG,SHIH TZU
43588,2023,M4L,DOG,SHIH TZU
43589,2024,M4L,DOG,SHIH TZU
43590,2023,M2L,DOG,MALTESE
43591,2024,M2L,DOG,MALTESE
43592,2025,M6S,DOG,POODLE MIN
43593,2023,M6S,DOG,POODLE MIN
43594,2025,M6S,DOG,LABRADOR RETR
43595,2023,M6S,DOG,LABRADOR RETR
43596,2023,M6B,DOG,GERM SHEPHERD
43597,2024,M5M,DOG,LABRADOR RETR
43598,2025,M5M,DOG,LABRADOR RETR
43599,2025,M1E,DOG,AUST SHEPHERD
43600,2023,M1E,DOG,AUST SHEPHERD
43601,2024,M1R,DOG,SIBERIAN HUSKY
43602,2025,M1R,DOG,SIBERIAN HUSKY
43603,2023,M1L,DOG,NORFOLK TERRIER
43604,2024,M1L,DOG,NORFOLK TERRIER
43605,2024,M6A,DOG,SC WHEAT TERR
43606,2025,M6A,DOG,SC WHEAT TERR
43607,2025,M8V,DOG,DACHSHUND
43608,2023,M8V,DOG,DACHSHUND
43609,2026,M8V,DOG,DACHSHUND
43610,2023,M4K,DOG,MALTESE
43611,2024,M1B,CAT,DOMESTIC MH
43612,2025,M1B,CAT,DOMESTIC MH
43613,2024,M2K,DOG,BORDER COLLIE
43614,2025,M2K,DOG,BORDER COLLIE
43615,2023,M4R,DOG,GOLDEN RETR
43616,2024,M4R,DOG,GOLDEN RETR
43617,2024,M4L,DOG,FRENCH BULLDOG
43618,2026,M4L,DOG,FRENCH BULLDOG
43619,2025,M4L,DOG,MALTESE
43620,2023,M4L,DOG,MALTESE
43621,2025,M8W,CAT,DOMESTIC MH
43622,2023,M4S,DOG,HAVANESE
43623,2025,M4S,DOG,HAVANESE
43624,2025,M2R,CAT,DOMESTIC SH
43625,2024,M4J,DOG,SHIH TZU
43626,2023,M4J,DOG,SHIH TZU
43627,2025,M5B,CAT,DOMESTIC SH
43628,2025,M5B,CAT,DOMESTIC SH
43629,2024,M5B,CAT,DOMESTIC SH
43630,2025,M6N,CAT,SIAMESE
43631,2024,M6N,CAT,SIAMESE
43632,2025,M1B,DOG,PARSON RUSS TER
43633,2023,M1B,DOG,PARSON RUSS TER
43634,2023,M5V,CAT,DOMESTIC MH
43635,2025,M5V,CAT,DOMESTIC MH
43636,2023,M5M,DOG,GOLDEN RETR
43637,2024,M5M,DOG,GOLDEN RETR
43638,2024,M1J,CAT,DOMESTIC SH
43639,2024,M1J,CAT,DOMESTIC SH
43640,2024,M1J,CAT,DOMESTIC SH
43641,2023,M5V,DOG,CAIRN TERRIER
43642,2025,M5V,DOG,CAIRN TERRIER
43643,2024,M9V,DOG,LABRADOR RETR
43644,2023,M9V,DOG,LABRADOR RETR
43645,2023,M5P,DOG,DUTCH SHEEPDOG
43646,2024,M5P,DOG,DUTCH SHEEPDOG
43647,2025,M9W,DOG,LABRADOR RETR
43648,2023,M9W,DOG,LABRADOR RETR
43649,2023,M4T,DOG,BORDER TERRIER
43650,2024,M6G,DOG,LABRADOR RETR
43651,2026,M6G,DOG,LABRADOR RETR
43652,2023,M1N,DOG,COCKER SPAN
43653,2025,M1N,DOG,COCKER SPAN
43654,2025,M5V,DOG,LABRADOR RETR
43655,2023,M3H,DOG,AUST SHEPHERD
43656,2024,M3H,DOG,AUST SHEPHERD
43657,2024,M5V,DOG,PUG
43658,2025,M5V,DOG,PUG
43659,2024,M4J,DOG,GOLDEN RETR
43660,2025,M6K,DOG,ENG BULLDOG
43661,2023,M6K,DOG,ENG BULLDOG
43662,2024,M1M,DOG,AUST CATTLE DOG
43663,2025,M1M,DOG,AUST CATTLE DOG
43664,2023,M4E,DOG,GOLDEN RETR
43665,2024,M4H,CAT,DOMESTIC MH
43666,2025,M4H,CAT,DOMESTIC MH
43667,2023,M2N,CAT,DOMESTIC SH
43668,2024,M2N,CAT,DOMESTIC SH
43669,2025,M9C,DOG,COLLIE SMOOTH
43670,2023,M9C,DOG,COLLIE SMOOTH
43671,2024,M6G,DOG,CAVALIER SPAN
43672,2023,M6G,DOG,CAVALIER SPAN
43673,2025,M4R,DOG,BICHON FRISE
43674,2024,M4R,DOG,BICHON FRISE
43675,2025,M2R,CAT,DOMESTIC SH
43676,2026,M1B,DOG,POODLE TOY
43677,2024,M1B,DOG,POODLE TOY
43678,2023,M9A,DOG,FRENCH BULLDOG
43679,2024,M9A,DOG,FRENCH BULLDOG
43680,2023,M4T,DOG,POODLE MIN
43681,2025,M4T,DOG,POODLE MIN
43682,2026,M4W,DOG,CHIHUAHUA SH
43683,2024,M4W,DOG,CHIHUAHUA SH
43684,2025,M1E,DOG,POODLE MIN
43685,2023,M1E,DOG,POODLE MIN
43686,2024,M5A,DOG,SHIBA INU
43687,2023,M6C,DOG,PORT WATER DOG
43688,2024,M6C,DOG,PORT WATER DOG
43689,2024,M4G,DOG,SHIH TZU
43690,2025,M1N,DOG,ALASK MALAMUTE
43691,2023,M1N,DOG,ALASK MALAMUTE
43692,2025,M4C,DOG,SHIH TZU
43693,2024,M4C,DOG,SHIH TZU
43694,2023,M3C,CAT,DOMESTIC SH
43695,2024,M3C,CAT,DOMESTIC SH
43696,2023,M4C,CAT,DOMESTIC SH
43697,2024,M4C,CAT,DOMESTIC SH
43698,2024,M6B,CAT,DOMESTIC LH
43699,2025,M6B,CAT,DOMESTIC LH
43700,2023,M6B,CAT,DOMESTIC LH
43701,2024,M6B,CAT,DOMESTIC LH
43702,2023,M6B,CAT,DOMESTIC SH
43703,2024,M6B,CAT,DOMESTIC SH
43704,2024,M6B,CAT,DOMESTIC SH
43705,2025,M6B,CAT,DOMESTIC SH
43706,2025,M3J,DOG,PUG
43707,2023,M3J,DOG,PUG
43708,2023,M4R,DOG,BERNESE MTN DOG
43709,2024,M4R,DOG,BERNESE MTN DOG
43710,2024,M6B,DOG,HOUND
43711,2023,M5A,DOG,AMER BULLDOG
43712,2024,M5A,DOG,AMER BULLDOG
43713,2023,M4N,DOG,LABRADOR RETR
43714,2024,M4N,DOG,LABRADOR RETR
43715,2024,M1W,DOG,BEAGLE
43716,2025,M6S,DOG,VIZSLA
43717,2025,M6S,DOG,VIZSLA
43718,2025,M4Y,DOG,BICHON FRISE
43719,2023,M4Y,DOG,BICHON FRISE
43720,2024,M1E,DOG,LEONBERGER
43721,2023,M1E,DOG,LEONBERGER
43722,2025,M1S,CAT,DOMESTIC SH
43723,2024,M1S,CAT,DOMESTIC SH
43724,2023,M4J,DOG,TERRIER
43725,2024,M4J,DOG,TERRIER
43726,2024,M2K,DOG,SHIH TZU
43727,2024,M4P,CAT,DOMESTIC LH
43728,2023,M4P,CAT,DOMESTIC LH
43729,2024,M1C,CAT,DOMESTIC SH
43730,2023,M4E,CAT,DOMESTIC SH
43731,2025,M5A,DOG,FRENCH BULLDOG
43732,2025,M3C,DOG,SCHNAUZER MIN
43733,2024,M3C,DOG,ENTLEBUCHER
43734,2025,M5M,DOG,COCKER SPAN
43735,2024,M8X,DOG,VIZSLA
43736,2025,M8X,DOG,VIZSLA
43737,2025,M8Z,CAT,DOMESTIC SH
43738,2023,M8Z,CAT,DOMESTIC SH
43739,2025,M8V,DOG,GOLDEN RETR
43740,2023,M8V,DOG,GOLDEN RETR
43741,2023,M4C,DOG,WELSH CORGI PEM
43742,2024,M4C,DOG,WELSH CORGI PEM
43743,2025,M9R,DOG,SHIH TZU
43744,2023,M9R,DOG,SHIH TZU
43745,2025,M9R,DOG,SHIH TZU
43746,2023,M9R,DOG,SHIH TZU
43747,2025,M5M,DOG,YORKSHIRE TERR
43748,2023,M5M,DOG,YORKSHIRE TERR
43749,2025,M6A,DOG,SHIH TZU
43750,2023,M6B,DOG,ST BERNARD SMTH
43751,2024,M6B,DOG,ST BERNARD SMTH
43752,2025,M3N,CAT,DOMESTIC SH
43753,2023,M3N,CAT,DOMESTIC SH
43754,2025,M3C,DOG,POODLE MIN
43755,2024,M8Y,DOG,MASTIFF
43756,2025,M8Y,DOG,MASTIFF
43757,2024,M5N,DOG,DACHSHUND LH
43758,2025,M5N,DOG,DACHSHUND LH
43759,2024,M1E,CAT,DOMESTIC SH
43760,2023,M1E,CAT,DOMESTIC SH
43761,2023,M6B,CAT,DOMESTIC SH
43762,2024,M6B,CAT,DOMESTIC SH
43763,2024,M5A,CAT,DOMESTIC LH
43764,2025,M5A,CAT,DOMESTIC LH
43765,2024,M6H,DOG,WEST HIGHLAND
43766,2024,M9W,DOG,LABRADOR RETR
43767,2023,M8W,DOG,SIBERIAN HUSKY
43768,2024,M8W,DOG,SIBERIAN HUSKY
43769,2024,M1N,DOG,PUG
43770,2025,M1N,DOG,PUG
43771,2025,M6P,CAT,DOMESTIC SH
43772,2023,M6P,CAT,DOMESTIC SH
43773,2023,M6J,CAT,DOMESTIC SH
43774,2025,M6J,CAT,DOMESTIC SH
43775,2023,M5A,CAT,DOMESTIC SH
43776,2024,M5A,CAT,DOMESTIC SH
43777,2023,M1T,DOG,BEAGLE
43778,2025,M1T,DOG,BEAGLE
43779,2025,M9C,CAT,DOMESTIC SH
43780,2023,M9C,CAT,DOMESTIC SH
43781,2025,M3L,DOG,BEAGLE
43782,2023,M3L,DOG,BEAGLE
43783,2025,M4S,CAT,DOMESTIC LH
43784,2023,M4S,CAT,DOMESTIC LH
43785,2025,M8X,DOG,LABRADOR RETR
43786,2023,M8X,DOG,LABRADOR RETR
43787,2024,M6J,DOG,COCKER SPAN
43788,2025,M6J,DOG,COCKER SPAN
43789,2024,M5M,DOG,POODLE TOY
43790,2023,M5M,DOG,POODLE TOY
43791,2026,M4M,DOG,FRENCH BULLDOG
43792,2024,M4M,DOG,FRENCH BULLDOG
43793,2023,M4M,DOG,FRENCH BULLDOG
43794,2023,M5R,DOG,SHIH TZU
43795,2024,M5R,DOG,SHIH TZU
43796,2025,M4E,DOG,DUTCH SHEPHERD
43797,2024,M4E,DOG,DUTCH SHEPHERD
43798,2023,M1V,DOG,GOLDEN RETR
43799,2024,M1V,DOG,GOLDEN RETR
43800,2023,M9N,DOG,ENG COONHOUND
43801,2024,M9N,DOG,ENG COONHOUND
43802,2024,M6J,DOG,PAPILLON
43803,2025,M6J,DOG,PAPILLON
43804,2023,M6H,DOG,AUST SHEPHERD
43805,2023,M6H,DOG,AUST SHEPHERD
43806,2024,M6H,DOG,AUST SHEPHERD
43807,2024,M4E,DOG,GOLDEN RETR
43808,2025,M4E,DOG,GOLDEN RETR
43809,2023,M6P,DOG,WEIMARANER
43810,2024,M6H,DOG,GOLDEN RETR
43811,2026,M5V,CAT,DOMESTIC SH
43812,2025,M5V,CAT,DOMESTIC SH
43813,2025,M6N,CAT,DOMESTIC SH
43814,2023,M6N,CAT,DOMESTIC SH
43815,2023,M4W,CAT,DOMESTIC SH
43816,2024,M4W,CAT,DOMESTIC SH
43817,2023,M6J,DOG,BULL TERRIER
43818,2025,M6P,CAT,DOMESTIC MH
43819,2023,M6P,CAT,DOMESTIC MH
43820,2024,M6P,CAT,DOMESTIC SH
43821,2025,M6P,CAT,DOMESTIC SH
43822,2026,M6N,CAT,DOMESTIC SH
43823,2025,M6N,CAT,DOMESTIC SH
43824,2025,M3A,DOG,SHIH TZU
43825,2023,M3A,DOG,SHIH TZU
43826,2024,M4L,DOG,GOLDEN RETR
43827,2025,M9A,DOG,LABRADOR RETR
43828,2023,M9A,DOG,LABRADOR RETR
43829,2025,M3A,DOG,YORKSHIRE TERR
43830,2024,M3A,DOG,YORKSHIRE TERR
43831,2026,M6E,DOG,JINDO
43832,2025,M6E,DOG,JINDO
43833,2025,M1S,DOG,CHIHUAHUA SH
43834,2023,M1S,DOG,CHIHUAHUA SH
43835,2024,M9M,CAT,DOMESTIC SH
43836,2023,M9M,CAT,DOMESTIC SH
43837,2025,M5R,DOG,GERM SHEPHERD
43838,2024,M5R,DOG,GERM SHEPHERD
43839,2023,M1W,DOG,YORKSHIRE TERR
43840,2024,M1W,DOG,YORKSHIRE TERR
43841,2024,M6S,DOG,POODLE STND
43842,2023,M6S,DOG,POODLE STND
43843,2023,M4R,DOG,POODLE MIN
43844,2025,M4R,DOG,POODLE MIN
43845,2024,M5E,DOG,SIBERIAN HUSKY
43846,2023,M6P,DOG,LABRADOR RETR
43847,2024,M6P,DOG,LABRADOR RETR
43848,2025,M8Y,DOG,GOLDEN RETR
43849,2024,M4K,DOG,WHIPPET
43850,2023,M2N,CAT,DOMESTIC MH
43851,2024,M2N,CAT,DOMESTIC MH
43852,2023,M1N,CAT,DOMESTIC MH
43853,2024,M1N,CAT,DOMESTIC MH
43854,2025,M6P,CAT,DOMESTIC SH
43855,2023,M6P,CAT,DOMESTIC SH
43856,2024,M3H,DOG,DANDIE DINMONT
43857,2023,M3H,DOG,DANDIE DINMONT
43858,2025,M1E,DOG,BICHON FRISE
43859,2024,M1E,DOG,BICHON FRISE
43860,2024,M5V,CAT,DOMESTIC SH
43861,2023,M5V,CAT,DOMESTIC SH
43862,2023,M2M,DOG,POODLE STND
43863,2024,M2M,DOG,POODLE STND
43864,2025,M6E,DOG,CHIHUAHUA SH
43865,2025,M4L,DOG,YORKSHIRE TERR
43866,2025,M1K,DOG,GOLDEN RETR
43867,2023,M1K,DOG,GOLDEN RETR
43868,2023,M6G,DOG,RHOD RIDGEBACK
43869,2024,M6G,DOG,RHOD RIDGEBACK
43870,2023,M6M,DOG,PUG
43871,2023,M4T,DOG,GOLDEN RETR
43872,2024,M9W,DOG,BORDER COLLIE
43873,2025,M9W,DOG,BORDER COLLIE
43874,2025,M1T,DOG,MIN PINSCHER
43875,2024,M1T,DOG,MIN PINSCHER
43876,2025,M1B,DOG,GREAT DANE
43877,2024,M1B,DOG,GREAT DANE
43878,2025,M1B,DOG,AUST SHEPHERD
43879,2024,M1B,DOG,AUST SHEPHERD
43880,2024,M2J,DOG,POODLE STND
43881,2025,M1R,DOG,GOLDEN RETR
43882,2024,M1R,DOG,GOLDEN RETR
43883,2023,M1R,DOG,GOLDEN RETR
43884,2025,M1R,DOG,GOLDEN RETR
43885,2023,M6R,DOG,SIBERIAN HUSKY
43886,2024,M6R,DOG,SIBERIAN HUSKY
43887,2025,M1V,DOG,SIBERIAN HUSKY
43888,2023,M1V,DOG,SIBERIAN HUSKY
43889,2023,M9N,CAT,DOMESTIC SH
43890,2024,M9N,CAT,DOMESTIC SH
43891,2023,M4T,DOG,HAVANESE
43892,2024,M4T,DOG,HAVANESE
43893,2025,M1B,DOG,AMER BULLDOG
43894,2023,M1B,DOG,AMER BULLDOG
43895,2023,M5P,DOG,SHIH TZU
43896,2024,M5P,DOG,SHIH TZU
43897,2024,M4N,DOG,GOLDEN RETR
43898,2023,M4N,DOG,GOLDEN RETR
43899,2024,M6K,DOG,GERM SHEPHERD
43900,2025,M6K,DOG,GERM SHEPHERD
43901,2024,M9L,DOG,ENG SETTER
43902,2023,M9L,DOG,ENG SETTER
43903,2024,M2K,DOG,YORKSHIRE TERR
43904,2023,M9M,DOG,YORKSHIRE TERR
43905,2025,M9M,DOG,YORKSHIRE TERR
43906,2023,M6N,DOG,CHIHUAHUA SH
43907,2024,M6N,DOG,CHIHUAHUA SH
43908,2023,M4T,CAT,RUSSIAN BLUE
43909,2025,M4T,CAT,RUSSIAN BLUE
43910,2023,M1E,DOG,POMERANIAN
43911,2024,M1E,DOG,POMERANIAN
43912,2023,M4H,DOG,SHIH TZU
43913,2024,M4H,DOG,SHIH TZU
43914,2024,M1W,DOG,YORKSHIRE TERR
43915,2023,M9V,DOG,GERM SHEPHERD
43916,2024,M9V,DOG,GERM SHEPHERD
43917,2023,M1W,DOG,WELSH CORGI PEM
43918,2025,M1W,DOG,WELSH CORGI PEM
43919,2023,M1W,CAT,MUNCHKIN SH
43920,2025,M1W,CAT,MUNCHKIN SH
43921,2024,M9B,DOG,TERRIER
43922,2024,M6E,DOG,RHOD RIDGEBACK
43923,2025,M6E,DOG,RHOD RIDGEBACK
43924,2024,M8W,CAT,DOMESTIC SH
43925,2025,M8W,CAT,DOMESTIC SH
43926,2024,M1C,DOG,GOLDEN RETR
43927,2025,M1C,DOG,GOLDEN RETR
43928,2024,M4J,DOG,CAIRN TERRIER
43929,2025,M4J,DOG,CAIRN TERRIER
43930,2024,M5R,DOG,WELSH CORGI PEM
43931,2023,M4L,DOG,WELSH CORGI PEM
43932,2024,M6M,DOG,GREYHOUND
43933,2023,M3C,CAT,DOMESTIC MH
43934,2025,M3C,CAT,DOMESTIC MH
43935,2023,M1S,DOG,GERM SHEPHERD
43936,2025,M4C,CAT,DOMESTIC SH
43937,2024,M4C,CAT,DOMESTIC SH
43938,2024,M8V,DOG,POODLE TOY
43939,2025,M8V,DOG,POODLE TOY
43940,2025,M6J,DOG,POODLE STND
43941,2023,M6J,DOG,POODLE STND
43942,2024,M6J,DOG,POODLE STND
43943,2023,M4W,DOG,LABRADOR RETR
43944,2024,M4W,DOG,LABRADOR RETR
43945,2024,M1B,DOG,ALASK MALAMUTE
43946,2025,M8Y,CAT,DOMESTIC SH
43947,2023,M8Y,CAT,DOMESTIC SH
43948,2024,M4K,CAT,DOMESTIC SH
43949,2023,M4K,CAT,DOMESTIC SH
43950,2025,M4K,CAT,DOMESTIC SH
43951,2024,M4C,CAT,DOMESTIC SH
43952,2023,M4C,CAT,DOMESTIC SH
43953,2025,M6M,DOG,CHIHUAHUA SH
43954,2023,M6M,DOG,CHIHUAHUA SH
43955,2023,M6S,DOG,AMER BULLDOG
43956,2024,M6S,DOG,AMER BULLDOG
43957,2025,M4K,DOG,DOBERMAN PINSCH
43958,2026,M4K,DOG,DOBERMAN PINSCH
43959,2023,M4K,DOG,DOBERMAN PINSCH
43960,2024,M5M,DOG,POODLE MIN
43961,2024,M5M,DOG,POODLE MIN
